YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2016,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.7,,,2.7,61.3,72.1,541,Male,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2019,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.5,,,0.3,0.9,2.1,4376,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2019,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,65.4,,,0.9,63.6,67.2,4705,Female,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2011,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,19,,,0.7,17.7,20.3,7388,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2013,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.6,,,0.5,0.5,2.7,1121,Female,All Races,18 to 44 Years,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2011,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,77.9,,,1.7,74.6,81.2,1208,Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2016,MN,Minnesota,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,61.5,,,3.4,54.8,68.2,285,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2019,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.8,,,2,55.8,63.8,2165,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2017,PR,Puerto Rico,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,All Grades,"(18.220833, -66.590149)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2014,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,87.8,,,0.9,86.1,89.5,3730,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2019,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,58.2,,,5.6,47.2,69.2,228,Male,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2019,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,71.8,,,2.5,66.8,76.8,459,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2016,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2011,VA,Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,2,,,0.6,0.7,3.3,1065,Female,All Races,18 to 44 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2012,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.2,,,0.8,20.6,23.8,4742,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2015,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53,,,0.7,51.5,54.5,7306,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2015,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(33.998821303000454, -81.04537120699968)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2015,WY,Wyoming,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.5,,,1.2,15.1,19.9,3084,Female,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2011,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.1,,,0.6,20.9,23.3,10189,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2016,NC,North Carolina,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.3,,,1.7,55.9,62.7,1364,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2012,CA,California,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.5,,,0.1,0.3,0.7,8370,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2017,CO,Colorado,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Current Use,BRFSS,,%,Percentage,3.8,,,0.4,3.1,4.5,4770,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,107BEH,174ECU,3GEN,8AGE,6RAC,6EDU,BRF52,52
2019,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.3,,,0.1,99,99.6,7584,Female,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2014,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,45.4,,,4.6,36.5,54.3,245,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2017,IN,Indiana,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,62.8,,,3.9,55.2,70.4,240,Male,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2015,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.8,,,0.2,0.5,1.1,4892,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2011,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,4.7,,,0.6,3.6,5.8,2850,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2011,MT,Montana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,13.3,,,0.7,11.8,14.8,4405,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2018,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,49.6,,,1.4,46.9,52.3,2286,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2017,NV,Nevada,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.1,,,0.3,0.4,1.8,2031,Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF69,69
2013,MN,Minnesota,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,49.2,,,3.1,43.2,55.2,653,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2018,WA,Washington,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.4,,,2.5,61.5,71.3,631,Male,All Races,All Ages,All Grades,"(47.52227862900048, -120.47001078999972)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2017,IN,Indiana,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,16.1,,,0.6,14.8,17.4,7503,Female,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF64,64
2017,PR,Puerto Rico,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,6.4,,,0.6,5.2,7.6,2752,Female,All Races,All Ages,All Grades,"(18.220833, -66.590149)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2017,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,96.6,,,0.6,95.4,97.8,2342,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2014,ID,Idaho,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,62.8,,,2.2,58.6,67,1032,Male,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2019,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.2,,,0.7,12.9,15.5,6115,Male,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2015,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,70.2,,,1.4,67.4,73,1634,Male,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2017,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.6,,,1.5,18.7,24.5,3276,Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2018,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,4,,,0.6,2.9,5.1,2991,Male,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF69,69
2011,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,9.7,,,0.8,8.1,11.3,2483,Male,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2015,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,62.8,,,7.5,48,77.6,72,Female,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2012,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,81.8,,,1.4,79,84.6,1599,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2016,GU,Guam,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,48.3,,,7.5,33.7,62.9,92,Female,All Races,All Ages,All Grades,"(13.444304, 144.793731)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2015,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.9,,,1.2,19.5,24.3,2174,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2013,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,29,,,1.3,26.4,31.6,1786,Male,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2019,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1,,,0.2,0.6,1.4,9354,Female,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF69,69
2017,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,63.5,,,1.6,60.4,66.6,1738,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2017,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,59.1,,,1,57,61.2,5287,Male,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,59,,,8.2,43,75,50,Female,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2012,GU,Guam,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,24.3,,,3.5,17.4,31.2,217,Female,All Races,All Ages,All Grades,"(13.444304, 144.793731)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2016,GU,Guam,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.9,,,5,17.2,36.6,128,Female,All Races,All Ages,All Grades,"(13.444304, 144.793731)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2012,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.8,,,3.4,21.1,34.5,343,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2017,MA,Massachusetts,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,67.1,,,6.6,54.1,80.1,98,Male,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2018,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,31.7,,,2.8,26.1,37.3,473,Female,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,61.7,,,0.8,60.2,63.2,9269,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2017,IA,Iowa,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Current,%,Percentage,5.2,,,0.5,4.3,6.1,3480,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF63,63
2017,IL,Illinois,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,59.7,,,6.6,46.7,72.7,78,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2015,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.6,,,0.2,0.3,0.9,3629,Female,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2015,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,58.9,,,1,56.8,61,6925,Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2016,KY,Kentucky,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Current,%,Percentage,5,,,0.5,4.1,5.9,5923,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF63,63
2011,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.6,,,0.3,0.1,1.1,854,Female,All Races,18 to 44 Years,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2012,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.2,,,0.2,0.8,1.6,4368,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2015,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,61.1,,,3.4,54.4,67.8,400,Male,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2018,NE,Nebraska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,57,,,4.4,48.5,65.5,244,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2017,LA,Louisiana,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,25.9,,,6,14.2,37.6,75,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,107BEH,175EFU,3GEN,8AGE,6RAC,6EDU,BRF61,61
2015,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.1,,,2,22.2,30,701,Male,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2016,ND,North Dakota,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,20.7,,,1.1,18.5,22.9,2533,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF64,64
2017,OR,Oregon,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,73.5,,,2.7,68.3,78.7,372,Female,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2019,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,69.9,,,2.4,65.2,74.6,591,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,77.1,,,1.9,73.4,80.8,997,Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,47.9,,,2.4,43.2,52.6,1299,Female,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2013,OR,Oregon,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,56.4,,,4.7,47.2,65.6,163,Male,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.6,,,0.2,0.3,0.9,6512,Female,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2016,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2012,SD,South Dakota,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,37.9,,,3.1,31.9,43.9,482,Male,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2018,AR,Arkansas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,45.4,,,4.3,37.1,53.7,232,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2013,MT,Montana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.3,,,0.8,15.8,18.8,5291,Female,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2017,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.1,,,0.2,98.8,99.4,8129,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2017,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,58.3,,,1,56.3,60.3,4378,Male,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2013,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,49.8,,,1.5,46.9,52.7,2722,Male,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2011,WA,Washington,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(47.52227862900048, -120.47001078999972)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2013,AK,Alaska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,29.5,,,3.2,23.3,35.7,476,Female,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2019,MS,Mississippi,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,50.9,,,3.9,43.2,58.6,286,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
